id,name,display_name,partisan,first_poll,last_poll,url,notes
1462,Self-Made Insights,Self-Made Insights,,2018-08-15,2018-09-30,https://www.selfmadeinsights.io,
437,Selzer,Selzer & Co.,,1989-12-05,2024-10-31,http://www.selzerco.com/index.html,
1669,Seven Letter Insight,Seven Letter Insight,,2020-11-19,2022-11-15,https://sevenletter.com/,
1273,Sextant Strategies,Sextant Strategies & Research,,2016-04-14,2016-05-01,http://sextant-research.com,
871,Shippensburg U.,Shippensburg U.,,1994-09-29,1994-09-29,,
1507,Show Me Victories,Show Me Victories,,2019-09-16,2023-10-31,http://www.showmevictories.com/,
438,Siena,Siena College,,1999-10-26,2025-09-10,https://www.siena.edu/centers-institutes/siena-research-institute/political-polls/,
1424,Siena/NYT,The New York Times/Siena College,,2016-09-14,2025-09-27,https://scri.siena.edu/,
1670,Silas Lee,Silas Lee,,2021-02-14,2021-02-14,https://www.drleeinfo.com/,
1228,Silver Bullet,Silver Bullet,,2015-08-03,2015-08-03,http://silverbulletllc.com/,
692,Sindlinger & Co.,Sindlinger & Co.,,1972-07-26,1980-10-22,,
1358,Singularis Group,Singularis Group,,2016-05-12,2016-10-27,http://singularisgroup.com/,
1370,Sky Research,Sky Research,,2017-11-21,2017-11-21,https://skyresearchandconsulting.com/,
1464,Slingshot Strategies,Slingshot Strategies,,2018-09-30,2025-08-29,http://www.slingshotstrat.com/,
1254,SmithJohnson Research,SmithJohnson Opinion Research,,2008-10-23,2016-08-19,http://www.smithjohnsonresearch.com/,
1878,SoCal Research,SoCal Research,,2024-06-27,2024-07-26,https://sites.google.com/view/socalresearch/,
1890,SoCal Strategies,SoCal Strategies,,2024-08-18,2025-09-01,https://sites.google.com/view/socalresearch/,
1762,Social Research Surveys,Social Research Surveys,,2022-05-30,2022-12-07,https://www.socialresearchsurveys.com/,
961,SocialSphere,SocialSphere,,2014-06-03,2022-03-14,https://www.socialsphere.com/,
1625,Socioanalítica Research,Socioanalítica Research,,2020-09-10,2020-09-10,https://socioanaliticaresearch.com/,
441,SoonerPoll.com,SoonerPoll,,2004-07-30,2024-08-31,soonerpoll.com,
1745,South Dakota State University,South Dakota State University School of American and Global Studies,,2022-10-10,2022-10-10,https://www.sdstate.edu/school-american-and-global-studies/sdsu-poll,
442,Southern Illinois University,Southern Illinois University Paul Simon Public Policy Institute,,2010-10-10,2020-02-17,https://paulsimoninstitute.siu.edu/,
1038,Southern Media & Opinion Research,Southern Media & Opinion Research,,1992-08-09,2019-09-06,,
443,Southern Opinion Research,Southern Opinion Research,,1990-11-02,1998-10-30,southernopinion.com,
1649,Southern Outreach,Southern Outreach,,2008-07-12,2008-07-12,http://web.archive.org/web/20080918141824/http://www.sauerberg2008.com/index.aspx,
1656,Southern Research Group,Southern Research Group,,2003-10-31,2003-10-31,https://www.dnb.com/business-directory/company-profiles.southern_research_group_inc.3a6a028c2788f9bf6aa72756fdf36db2.html,
1868,Split Ticket,Split Ticket,,2024-03-28,2024-03-28,https://split-ticket.org/,
1880,Split Ticket/Data for Progress,Split Ticket/Data for Progress,,2024-07-03,2024-07-03,https://split-ticket.org/2024/07/10/we-polled-the-nation-heres-what-we-found/,
444,Spokane Review,Spokane Review,,1996-10-10,1996-10-10,,
1488,Spry Strategies,Spry Strategies,,2019-06-01,2025-08-23,https://www.spryresearch.com/,
446,St. Anselm,Saint Anselm College Survey Center,,2007-10-21,2025-08-27,https://www.anselm.edu/new-hampshire-institute-politics,
447,St. Cloud State,St. Cloud State University,,1998-10-29,2022-10-30,https://www.stcloudstate.edu/scsusurvey/about.aspx,
448,St. Louis Dispatch,St. Louis Dispatch,,1988-09-21,1996-10-20,,
687,St. Louis Globe-Democrat/KMOX-TV/Market Shares,St. Louis Globe-Democrat/KMOX-TV/Market Shares,,1980-09-29,1980-09-29,,
890,St. Louis Post-Dispatch,St. Louis Post-Dispatch,,1992-09-16,1992-10-29,,
449,St. Norbert,St. Norbert College Strategic Research Institute,,1984-10-17,2016-10-16,https://schneiderschool.snc.edu/sri/index.html,
898,St. Paul Pioneer Press,St. Paul Pioneer Press,,1990-11-01,1990-11-01,,
450,St. Paul Pioneer Press Dispatch,St. Paul Pioneer Press Dispatch,,1984-08-30,1988-05-12,,
1357,St. Pete Polls,St. Pete Polls,,2012-09-03,2025-07-10,http://stpetepolls.org/,
451,St. Petersburg Times,St. Petersburg Times,,1999-11-08,2010-05-18,,
702,St. Petersburg Times/Fort Lauderdale News and Sun-Sentinel,St. Petersburg Times/Fort Lauderdale News and Sun-Sentinel,,1984-03-06,1984-10-30,,
452,Stanford,Stanford,,2004-02-13,2004-02-13,,
453,Star Tribune,Minneapolis Star Tribune,,1972-08-16,2006-11-06,,
1313,Starboard Communications,Starboard Communications,,2016-09-09,2020-10-26,http://www.marketingconsultants.cc/company-starboard-communications-in-lexington-sc-57478,
810,Starr Opinion Research,Starr Opinion Research,,2011-09-13,2011-09-23,,
454,State House News,KRC Research,,2005-11-19,2010-08-31,,
845,Steinberg & Associates,Steinberg & Associates,,1998-08-01,1998-08-01,,
1752,Stetson University Center for Public Opinion Research,Stetson University Center for Public Opinion Research,,2022-10-20,2024-11-01,https://www.stetson.edu/artsci/cpor/index.php,
1399,Stinson Strategies,Stinson Strategies,,2012-09-18,2012-09-24,https://www.linkedin.com/company/stinson-strategies-llc,
455,Stockton College/Zogby,Zogby Analytics,,2008-09-20,2010-10-22,,
914,Stockton University,Stockton University William J. Hughes Center for Public Policy,,2012-09-24,2025-09-30,https://stockton.edu/hughes-center/polling/polling-institute.html,
1444,Strategic Marketing Services,Strategic Marketing Services,,2000-09-19,2006-07-21,http://www.strategic-marketing.services/,
1458,Strategic Moves,Strategic Moves,,2002-04-19,2002-04-19,http://strategicmoves.com.sg,
741,Strategic National,Strategic National,,2011-01-18,2021-09-19,http://strategicnational.com/,
1455,Strategic Research Associates,Strategic Research Associates,,2018-09-26,2018-10-23,http://strategicresearch.net,
456,Strategic Services,Myers Research & Strategic Services,,2000-09-19,2006-10-23,,
457,Strategic Vision,Strategic Vision,,2004-07-11,2008-11-02,https://www.strategicvisionpr.com/,
603,Strategies 360,Strategies 360,,2008-06-26,2024-08-14,https://www.strategies360.com/,
1627,Strategies Unlimited,Strategies Unlimited,,2020-09-30,2020-09-30,,
1884,Strategy Management LLC,Strategy Management,,2024-07-24,2024-07-24,https://www.strategymanagementllc.com/,
1224,Strategy Research,Strategy Research,,2015-01-04,2017-12-04,,
1578,StrategyOne,StrategyOne,,2000-08-22,2000-08-22,http://www.strategyone.net/,
458,Suffolk,Suffolk University,,1998-03-22,2025-01-11,https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/national,
459,Summit Consulting Group,Summit Consulting Group,,2007-12-04,2012-10-15,,
697,Sunday Journal and Star,Sunday Journal and Star,,1980-10-16,1980-10-16,,
1921,Survation,Survation,,2024-11-04,2024-11-04,https://www.survation.com/,
1555,Survey 160,Survey 160,,2022-05-20,2022-05-20,https://www.survey160.com/,
1808,Survey Center on American Life,Survey Center on American Life,,2023-05-01,2025-03-28,https://www.americansurveycenter.org/,
645,Survey Sampling Inc.,Survey Sampling Inc.,,1979-10-09,1980-01-29,,
1193,SurveyMonkey,SurveyMonkey,,2015-04-08,2025-09-15,http://surveymonkey.com,
1748,SurveyMonkey/PORES,SurveyMonkey/Penn Program on Opinion Research and Election Studies,,2022-10-18,2022-10-18,https://pores.upenn.edu/,
460,SurveyUSA,SurveyUSA,,1998-10-11,2025-09-18,https://www.surveyusa.net/,
461,Susquehanna,Susquehanna Polling & Research,,2004-05-07,2025-09-28,https://susquehannapolling.com/,
1522,Swayable,Swayable,,2019-06-03,2020-11-02,https://swayable.com/,
462,Swinehart Consulting Inc.,Swinehart Consulting Inc.,,1987-11-17,1987-11-17,,
463,TAB Newspapers,TAB Newspapers,,1992-06-10,1992-06-10,,
1862,TAG Strategies,TAG Strategies,,,,https://tagstrategies.co/,
470,TCJ Research,TCJ Research,,2010-10-09,2012-11-06,,
479,TH Research,TH Research,,1987-12-13,1992-10-25,,
770,TIPP,TIPP Insights,,2000-09-10,2025-10-02,https://tippinsights.com/,
1420,TJP Strategies,TJP Strategies,,2018-04-19,2018-08-09,https://www.tjpstrategies.com,
846,TMR Research,TMR Research,,1998-10-21,1998-10-21,https://www.tmrresearch.com/,
1283,TP Research,TP Research,,2016-01-30,2019-10-02,https://tpstrat.com/,
1652,TRZ Communication,TRZ Communication,,2018-07-10,2018-07-10,https://www.trzcom.com/,
662,TSI/Hamilton & Staff/Matt Reese & Associates/Claritas,TSI/Hamilton & Staff/Matt Reese & Associates/Claritas,,1980-06-16,1980-06-16,,
464,Tacoma Market Research,Tacoma Market Research,,1988-10-27,1988-10-27,,
465,Tacoma Morning News Tribune,Tacoma Morning News Tribune,,1988-07-02,1992-10-16,,
466,Talmey-Drake,"Drake Research & Strategy, Inc.",,1988-08-10,2002-10-31,,
585,Tampa Tribune,Tampa Tribune,,1984-10-20,1984-10-20,,
1166,Target Insyght,Target Insyght,,2014-02-20,2025-03-06,http://target-insyght.com/,
467,TargetPoint,TargetPoint,,2008-04-07,2024-02-17,https://www.targetpointconsulting.com/,
1501,TargetPoint/Greenberg Quinlan Rosner,TargetPoint/GQR Research,,2019-09-04,2019-09-04,https://www.savethechildrenactionnetwork.org/,
1408,TargetSmart,TargetSmart,,2016-09-22,2024-04-28,https://targetsmart.com/,
1289,Targeted Persuasion,Targeted Persuasion,,2016-05-24,2016-06-16,http://targetedpersuasion.com/,
1477,Targoz Market Research,Targoz Market Research,,2018-10-12,2025-09-18,https://www.targoz.com/,
468,Tarrance,Tarrance Group,,1988-10-03,2025-07-16,https://www.tarrance.com/,
469,Taubman Center,Taubman Center,,1988-09-29,1988-09-29,,
472,Teichner Associates,Teichner Associates,,1979-08-10,1988-10-29,,
473,Tel Opinion Research,Tel Opinion Research,,2004-10-20,2020-01-23,https://www.telopinionresearch.com/,
1650,TelSel Inc.,TelSel Inc.,,2010-05-27,2010-05-27,http://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=EntityName&directionType=PreviousList&searchNameOrder=TELSEL%20P080000570870&aggregateId=domp-p08000057087-556145a3-ac73-4fa8-8928-486e8d1d7f62&searchTerm=Telsey%20Propertie,
474,TeleResearch,TeleResearch Corporation,,2002-09-24,2011-11-21,http://teleresearchcorp.com/,
475,Temple,Temple University Institute for Survey Research,,2004-09-23,2008-10-26,https://www.cla.temple.edu/institute-for-survey-research/,
1440,Tennessee Poll,Tennessee Poll,,2001-10-03,2001-10-03,https://example.org,
476,Texas A&M,Texas A&M,,1987-11-16,1992-10-09,,
1707,Texas Hispanic Policy Foundation,Texas Hispanic Policy Foundation,,2021-10-27,2024-09-18,https://www.txhpf.org/,
610,Texas Lyceum,Texas Lyceum,,2007-05-07,2024-04-21,https://www.texaslyceum.org/lyceum-poll-3,
477,Texas Monthly,Texas Monthly,,,,,
478,Texas Newspapers,Blum & Weprin Associates,,2010-02-10,2010-02-10,,
834,The Anderson Group,The Anderson Group,,2002-07-17,2003-11-12,,
1855,The Citadel,The Citadel School of Humanities and Social Sciences,,2024-02-11,2024-10-25,https://poll.citadel.edu/,
1636,The Justice Collaborative Institute,The Justice Collaborative Institute,,2020-10-25,2020-10-25,https://thejusticecollaborative.com/,
1663,The McDonald Group,The McDonald Group,,2008-10-01,2008-10-01,https://www.dnb.com/business-directory/company-profiles.mcdonald_group.17939178a08f790f23f4ac0ba1d19f0e.html,
657,The Missouri Poll/Fleishman-Hillard,The Missouri Poll/Fleishman-Hillard,,1980-05-20,1980-05-20,,
724,The Missourian,The Missourian,,1972-09-27,1972-10-11,,
732,The Nevada Daily Mail/Navarro Opinion Research,The Nevada Daily Mail/Navarro Opinion Research,,1976-10-04,1976-10-25,,
480,The New York Times,The New York Times,,1985-05-03,2011-08-03,,
80,The New York Times/CBS News,CBS News/The New York Times,,1976-02-08,2017-01-16,https://www.cbsnews.com/feature/cbs-news-polls/,
577,The Oklahoma Poll,The Oklahoma Poll,,1984-01-31,1984-01-31,,
698,The Oregon Poll,The Oregon Poll,,1980-10-16,1980-10-28,,
1792,The Political Company,The Political Company,,2023-02-01,2023-02-01,https://thepoliticalcompany.com/,
1677,The Political Matrix/The Listener Group,The Political Matrix/The Listener Group,,2018-09-30,2022-11-07,http://thelistenergroup.com/political-services/,
482,The Polling Company,The Polling Company,,2001-04-11,2018-10-13,https://pollingcompany.com/,"Verified by Cooper through a DM: KAC sold The Polling Company to ""someone else"" in 2017, but we haven't seen any more polling from it since. Likely was folded into another company or just never did anything with it. Either way, inactive now. "
1187,The Polling Company Inc./WomanTrend,The Polling Company/WomanTrend,,2010-08-02,2018-10-13,http://pollingcompany.com/about/womantrend/,
1651,The Polling Company/National Research Inc.,The Polling Company Inc./National Research Inc.,,2017-11-16,2017-11-28,https://pollingcompany.com/,
579,The Record of Hackensack,The Record of Hackensack,,1984-03-08,1984-03-08,,
1839,The Rosales Agency,The Rosales Agency,,,,https://theagency.us/,
483,The State,The State,,1976-09-16,1988-02-27,,
1494,The Strategy Group Company,The Strategy Group Company,,2019-01-27,2024-06-12,http://www.tsgco.com/,
485,The Times-Picayune,The Times-Picayune,,1996-10-21,1996-10-21,,
1571,The Tyson Group,The Tyson Group,,2020-02-18,2025-10-03,https://twitter.com/ryan_tyson,
599,The Virginian-Pilot/Old Dominion,The Virginian-Pilot/Old Dominion,,2011-10-28,2011-10-28,,
486,The Washington Post,The Washington Post,,1976-05-09,2025-07-28,https://www.washingtonpost.com/,
666,The Worcester Telegram/Becker Research,Becker Research,,1980-07-27,1980-07-27,,
487,Third Eye Strategies,Third Eye Strategies,,2010-09-23,2010-09-23,,
1259,Thirty-Ninth Street Strategies,Thirty-Ninth Street Strategies,,2016-03-06,2018-10-22,http://thirtyninthstreet.org/,
488,Thomas Kielhorn,Thomas Kielhorn,,1988-10-08,1996-09-08,,
1448,Thomas Part­ners Strategies/Øptimus,Thomas Part­ners Strategies/Øptimus,,2018-09-09,2018-10-27,http://www.tpstrat.com/,
1778,Thomas Partners Strategies,Thomas Partners Strategies,,,,https://tpstrat.com/,
490,Time,Abt Associates,,2004-06-04,2011-10-10,,
491,Times Mirror,Times Mirror Center for the People & the Press,,1988-09-14,1995-10-30,https://en.wikipedia.org/wiki/Times_Mirror_Company,"renamed ""Pew Research Center for the People & the Press"" in 1996"
492,Times/Bay,Times/Bay,,,,,
881,Tom Daschle,Tom Daschle,,1992-08-16,1992-09-22,,
493,Tom Kielhorn and Associates,Tom Kielhorn and Associates,,1988-10-26,1988-10-26,,
1759,Tomahawk Strategies,Tomahawk Strategies,,2022-11-03,2022-11-03,https://www.tomahawkstrategies.com/,
494,Topeka Capital-Journal,Topeka Capital-Journal,,1972-11-02,1996-10-31,,
671,Topeka Capital-Journal/Central Research,Topeka Capital-Journal/Central Research,,1980-08-27,1980-10-16,,
1765,Torchlight Strategies,Torchlight Strategies,,2022-11-12,2024-10-28,https://www.torchlightstrategies.com/,
1250,Trafalgar Group,Trafalgar Group,REP,2016-02-12,2025-10-02,http://www.trafalgarstrategy.com/,Methodology always IVR/Live Phone/Text/Online Panel/Email unless otherwise specified
1671,Trafalgar Group/InsiderAdvantage,Trafalgar Group/InsiderAdvantage,REP,2021-03-09,2025-07-23,https://www.thetrafalgargroup.org/,
1459,Triad Research,Triad Research,,2002-08-14,2002-08-14,http://www.triad-research.com,
1008,Triton Polling & Research,Triton Polling & Research,,2014-05-22,2022-10-27,https://tritonpolling.com/polling-firm/?gclid=CjwKCAjwztL2BRATEiwAvnALcqJE95frkZwtmeq5_LqZuIvHyFaN2APL_mW23tfE7I1ArfM8_NxXfhoCXkwQAvD_BwE,
1285,Triumph Campaigns,Triumph Campaigns,,2015-03-05,2018-07-31,http://triumphcampaigns.com/,
899,Tufts,Tufts University Public Opinion Lab,,1990-10-25,2024-10-23,https://tufts-pol.medium.com/,
495,Tulchin Research,Tulchin Research,,2010-02-01,2025-07-10,https://tulchinresearch.com/,
1453,Tulchin Research/J. Wallin Opinion Research,Tulchin Research/J. Wallin Opinion Research,,2018-04-04,2018-04-04,https://tulchinresearch.com/,
1314,Tulchin Research/Moore Information,Tulchin Research/Moore Information Group,,2016-08-30,2016-08-30,http://www.tulchinresearch.com/,
638,Tully Plesser,Tully Plesser,,1979-04-16,1979-04-16,,
496,Tulsa Surveys,Tulsa Surveys,,1994-09-15,1998-10-21,,
700,Tulsa Tribune,Tulsa Tribune,,1980-10-16,1980-10-16,,
588,U. Alabama,University of Alabama at Birmingham,,1983-05-11,2002-09-12,https://www.ua.edu/,
1429,U. Alabama-Birmingham,University of Alabama at Birmingham,,1998-10-09,2002-10-31,http://www.uab.edu/home/,
1912,U. Arizona/TrueDot,University of Arizona School of Government and Public Policy/Truedot,,2024-08-31,2024-10-20,https://www.truedot.ai/,
672,U. Florida/Florida Opinion Poll,U. Florida/Florida Opinion Poll,,1980-08-30,1980-10-16,,
847,U. Georgia SPIA,University of Georgia School of Public and International Affairs,,2018-09-04,2025-04-24,https://spia.uga.edu/departments-centers/spia-survey-research-center/,
500,U. Houston,University of Houston Hobby School of Public Affairs/YouGov,,1987-10-20,2025-07-18,https://uh.edu/hobby/,
501,U. Iowa,University of Iowa Hawkeye Poll Cooperative,,1988-01-28,2019-11-10,https://clas.uiowa.edu/polisci/research/hawkeye-poll,
715,U. Kentucky,U. Kentucky,,1984-10-26,1984-10-26,,
651,U. Maine,U. Maine,,1980-02-05,1980-10-16,,
503,U. Mass.,University of Massachusetts Department of Political Science,,1996-10-06,2004-05-06,https://polsci.umass.edu/research/umass-poll,
1234,U. Massachusetts - Lowell,University of Massachusetts Lowell Center for Public Opinion,,2006-02-15,2022-11-28,http://www.uml.edu/Research/public-opinion/polls/default.aspx,
504,U. Minnesota,University of Minnesota Hubert H. Humphrey School of Public Affairs,,2004-07-12,2010-10-25,https://www.hhh.umn.edu/research-archives/polling-reports,
505,U. Missouri,U. Missouri,,1990-10-18,1996-10-20,,
716,U. Missouri-St.Louis,U. Missouri-St.Louis,,1984-10-18,1984-10-23,,
525,U. New Hampshire,University of New Hampshire Survey Center,,1979-03-04,2025-09-23,https://cola.unh.edu/unh-survey-center/projects/granite-state-poll,
507,U. New Orleans,University of New Orleans Survey Research Center,,1988-02-23,2020-10-22,https://www.uno.edu/academics/colaehd/la/political-science/survey-research-center,
646,U. North Carolina,University of North Carolina School of Journalism and Mass Communication,,1979-10-30,2004-10-21,https://odum.unc.edu/survey-research/,
508,U. North Dakota,U. North Dakota,,1988-09-28,2014-10-03,,
509,U. North Florida,University of North Florida Public Opinion Research Lab,,2004-10-15,2025-07-22,https://www.unf.edu/coas/porl/Recent_Polls.aspx,
516,U. Oregon,U. Oregon,,2004-04-07,2004-04-07,,
1902,U. Rhode Island,University of Rhode Island Survey Initiative/YouGov,,2024-09-08,2024-09-08,https://web.uri.edu/harrington/ri-survey-initiative/,
517,U. South Alabama,University of South Alabama Polling Group,,1996-09-05,2010-10-21,https://www.southalabama.edu/colleges/artsandsci/pscj/usapg/,
699,U. South Carolina,U. South Carolina,,1980-10-16,1980-10-16,,
518,U. South Florida,The Florida Poll,,,,,
717,U. South Florida/NYT Newspapers,The Florida Poll,,1984-10-31,2010-10-27,,
519,U. Tennessee,University of Tennessee,,1991-10-25,2006-07-15,https://www.sworps.tennessee.edu/index.php/services/care-survey-research-center/,
1569,U. Virginia,U. Virginia,,1996-04-14,1996-04-14,https://csr.coopercenter.org/,
521,U. Washington,University of Washington Center for Survey Research,,2006-10-31,2012-10-31,https://www.washingtonpoll.org/,
522,U. Wisconsin,University of Wisconsin Survey Center,,1992-09-16,2010-07-10,https://uwsc.wisc.edu/the-uw-badger-poll/,
511,U. of Arkansas,University of Arkansas Department of Political Science,,2004-10-20,2022-10-31,https://fulbright.uark.edu/departments/political-science/partners/arkansas-poll.php,
787,U. of Central Arkansas,U. of Central Arkansas,,2008-03-11,2008-03-11,,
929,U. of Cincinnati / Ohio Poll,University of Cincinnati Institute for Policy Research,,1984-04-16,2012-11-04,https://www.uc.edu/ipr/ohio-poll.html,
513,U. of Conn.,University of Connecticut,,1979-12-05,2013-09-19,http://poll.uconn.edu,
1363,UC Berkeley,University of California Berkeley Institute of Governmental Studies,,2018-09-23,2025-08-17,https://igs.berkeley.edu/research/berkeley-igs-poll,
524,UFMDC,UFMDC,,2010-09-30,2010-09-30,,
1899,UMBC,University of Maryland Baltimore County Institute of Politics,,2024-09-28,2024-09-28,https://politics.umbc.edu/,
1888,UMass Amherst/YouGov,University of Massachusetts Department of Political Science/YouGov,,2011-11-22,2025-07-30,https://www.umass.edu/political-science/about-umass-amherst-poll,
733,UPI Editors of Oklahoma,UPI Editors of Oklahoma,,1972-10-16,1972-10-16,,
527,USA Polling Group,University of South Alabama Polling Group,,1996-09-05,2002-10-24,,
600,USA Today/Gallup,USA Today/Gallup,,1992-01-06,2012-10-11,,
1610,USC Dornsife,University of Southern California Dornsife Center for Economic and Social Research,,2006-04-26,2020-11-02,https://election.usc.edu/,
1852,USC Dornsife/CSU Long Beach/Cal Poly Pomona,University of Southern California/California State University Long Beach Center for Urban Politics and Policy/Cal Poly Pomona,,2024-01-29,2024-09-25,https://dornsife.usc.edu/,
1655,USC Schwarzenegger Institute,University of Southern California Schwarzenegger Institute for State and Global Policy,,2020-10-31,2022-11-02,http://www.schwarzeneggerinstitute.com/,
1926,USC Schwarzenegger Institute/YouGov,University of Southern California Schwarzenegger Institute for State and Global Policy/YouGov,,2020-02-15,2020-02-15,http://www.schwarzeneggerinstitute.com/,
530,UW Milwaukee,University of Wisconsin-Milwaukee Institute for Survey and Policy Research,,1998-10-20,2008-10-15,https://dc.uwm.edu/ispr/,
872,United Arizona,United Arizona,,1994-10-22,1994-10-22,,
689,United Press International,United Press International,,1980-10-05,1980-10-05,,
510,University of Akron,University of Akron Ray C. Bliss Institute of Applied Politics,,1984-10-13,2024-10-24,https://uakron.edu/bliss/research/,
1349,University of Colorado,University of Colorado American Politics Research Lab,,2016-10-24,2016-10-24,https://www.colorado.edu/lab/aprl/,
499,University of Delaware,University of Delaware Center for Political Communication,,2000-03-05,2024-09-19,https://www.cpc.udel.edu/,
1092,University of Florida Survey Research Center,University of Florida Survey Research Center,,2014-02-01,2014-10-28,https://www.bebr.ufl.edu/,
1673,University of Georgia Survey Research Center,University of Georgia Survey Research Center,,1998-10-18,1998-10-18,https://www.uga.edu/,
1905,University of Guam,University of Guam,,2024-08-21,2024-08-21,https://www.uog.edu/,
848,University of Illinois - Chicago,University of Illinois at Chicago,,1992-10-24,1998-10-18,,
1064,University of Illinois Springfield,University of Illinois Springfield Survey Research Office,,2007-09-04,2018-08-15,https://www.uis.edu/surveyresearchoffice/,
1437,University of Kansas,University of Kansas,,2002-08-01,2002-08-01,https://ku.edu/,
1045,University of Mary Washington / PSRAI,University of Mary Washington / PSRAI,,2013-03-24,2015-11-09,,
1615,University of Maryland Critical Issues Poll,University of Maryland Critical Issues Poll,,2020-08-23,2020-08-28,https://criticalissues.umd.edu/,
1296,University of Maryland/Washington Post,The Washington Post/University of Maryland Center for Democracy and Civic Engagement,,2014-10-05,2024-10-22,https://www.washingtonpost.com/apps/g/page/politics/washington-post-university-of-maryland-poll-march-30-april-3-2016/2008/,
1920,University of Maryland/YouGov,University of Maryland Applied Political Analytics Program/YouGov,,2024-10-27,2024-10-27,https://gvpt.umd.edu/landingtopic/ms-applied-political-analytics,
1847,University of Massachusetts Lowell/YouGov,University of Massachusetts Lowell Center for Public Opinion/YouGov,,2023-12-18,2024-10-24,https://www.uml.edu/research/public-opinion/polls/,
506,University of Montana,University of Montana Social Science Research Laboratory,,1988-10-24,2020-06-26,https://www.umt.edu/bigskypoll/,
1717,University of Nevada,University of Nevada Department of Political Science,,2022-05-27,2022-10-19,https://www.unr.edu/political-science,https://twitter.com/unrpolisci/status/1531723887515381761
1613,University of Nevada Las Vegas Lee Business School,"University of Nevada, Las Vegas Lee Business School",,2020-08-30,2021-01-03,https://www.busr.ag/polls,
742,"University of Nevada, Las Vegas","University of Nevada, Las Vegas Cannon Survey Center",,2011-12-20,2012-01-31,http://surveys.unlv.edu/,
1277,University of Pennsylvania Annenberg Public Policy Center,University of Pennsylvania Annenberg Public Policy Center,,2003-01-15,2005-01-16,https://www.annenbergpublicpolicycenter.org/political-communication/naes/,
1929,University of Texas,University of Texas,,1995-08-09,1996-10-19,https://www.utexas.edu/,
1474,University of Texas at Tyler,University of Texas at Tyler Center for Opinion Research,,2018-10-28,2025-06-07,https://www.uttyler.edu/politicalscience/pollingcenter/,
1410,University of Utah,University of Utah Hinckley Institute of Politics,,2018-06-18,2018-10-17,https://www.hinckley.utah.edu/,
1925,University of Wisconsin Elections Research Center/YouGov,University of Wisconsin Elections Research Center/YouGov,,2020-02-20,2020-10-21,https://elections.wisc.edu/,
1768,University of Wisconsin-Milwaukee Center for Urban Initiatives and Research,University of Wisconsin-Milwaukee Center for Urban Initiatives and Research,,2002-10-24,2002-10-24,https://uwm.edu/,
1343,University of Wyoming,University of Wyoming Survey & Analysis Center,,1988-09-29,2024-10-27,https://wysac.uwyo.edu/wysac/,
1635,Univision/Latino Decisions/North Star Opinion Research,Latino Decisions/North Star Opinion Research,,2020-10-25,2020-10-25,https://www.univision.com/univision-news/politics/univision-news-poll-democrats-surge-in-texas-no-longer-a-safe-state-for-trump-in-2020,
1640,Univision/University of Arizona/Latino Decisions/North Star Opinion Research,University of Arizona/Latino Decisions/North Star Opinion Research,,2020-10-25,2020-10-25,https://st1.uvnimg.com/33/8f/ed1016da4a5fb16ec7e34cd5568a/univision-crosstabs-october-final.pdf,
1548,Univision/University of Houston/Latino Decisions,University of Houston/Latino Decisions,,2020-02-26,2020-02-26,https://latinodecisions.com/wp-content/uploads/2020/02/Univision-CMAS-UH-Feb20-TX-Xtab.pdf,
1499,Univision/University of Houston/Latino Decisions/North Star Opinion Research,University of Houston/Latino Decisions/North Star Opinion Research,,2019-09-06,2020-10-25,https://www.univision.com/univision-news/politics/univision-news-poll-democrats-surge-in-texas-no-longer-a-safe-state-for-trump-in-2020,
1861,UpOne Insights,UpONE Insights,,2024-03-04,2025-05-28,https://uponeinsights.com/,
1865,UpOne Insights/BSG,UpONE Insights/BSG,,2024-03-28,2024-03-28,https://www.arnoldventures.org/newsroom/new-poll-shows-overwhelming-bipartisan-support-for-investments-in-crime-solving-and-the-victim-act,
1835,Uplift Campaigns,Uplift Campaigns,,,,https://www.upliftcampaigns.com/,
1871,Upswing Research,Upswing Research,,2024-03-10,2025-03-25,https://www.upswingresearch.com/,
915,Utah State University,Utah State University,,2012-10-13,2012-10-13,,
1316,Utah Valley University,Utah Valley University,,2016-09-12,2016-09-12,http://research.uvu.edu/DeSart/,
1425,VCreek/AMG,VCreek/AMG,,2018-09-06,2023-12-08,https://www.linkedin.com/in/jd-johannes-5a6a5b4,
1742,VI Tech Stack,VI TechStack,,2022-09-13,2022-09-13,https://vitechstack.com/,
1263,VNS,VNS,,1998-11-03,1998-11-03,https://en.wikipedia.org/wiki/Voter_News_Service,
1006,VSS,VSS,,2014-07-13,2014-07-20,,
532,Valley Research,Valley Research,,1992-06-03,2004-10-26,,
1805,Verasight,Verasight,,2023-06-05,2025-09-19,https://www.verasight.io/,
1380,Victoria Research,Victoria Research & Consulting,,2004-07-14,2025-07-30,https://www.victoriaresearch.com/,
533,Victory Enterprises,Victory Enterprises,,2005-08-10,2017-05-18,https://www.victoryenterprises.com/,
1581,Victory Geek,Victory Geek,,2020-05-18,2022-08-28,https://victorygeek.com/,
1672,Victory Insights,Victory Insights,,2021-03-08,2025-07-30,https://www.victory-insights.com/,
1195,Victory Research,Victory Research,,2010-02-07,2025-02-06,http://illinoispolitics.webs.com/,
